"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000280","nuclear division","33/805","393/17381",0.000737754623826645,0.0313313089794487,0.0273833247762682,"7273/259266/56155/56154/57520/2175/25836/2316/1062/1063/5139/4041/324/2956/9665/675/5903/7155/7175/84464/8621/285190/4926/56159/51143/10274/10111/10735/10419/10388/152185/138474/1950",33
"GO:0003281","ventricular septum development","10/805","65/17381",0.000761516277019991,0.031944422259657,0.0279191811009306,"2625/129446/6926/65250/7468/7798/4036/57493/1785/23462",10
"GO:0086070","SA node cell to atrial cardiac muscle cell communication","4/805","10/17381",0.000766469417370137,0.031944422259657,0.0279191811009306,"6262/287/8913/776",4
"GO:0051899","membrane depolarization","13/805","101/17381",0.000772521030462644,0.031944422259657,0.0279191811009306,"287/288/6335/777/8913/219931/120892/4297/776/785/6328/10399/1634",13
"GO:0060996","dendritic spine development","12/805","89/17381",0.000801861439090167,0.0328693462945309,0.028727557643926,"8997/5728/5649/55607/120892/65981/9231/57492/10013/10769/2049/221935",12
"GO:0048167","regulation of synaptic plasticity","17/805","155/17381",0.000856027561915386,0.0345367391842615,0.0301848462959604,"8997/440279/5728/22941/5649/5923/55607/57616/3710/4297/9693/2903/2890/440275/4763/10769/10497",17
"GO:0009581","detection of external stimulus","15/805","128/17381",0.000857191023453244,0.0345367391842615,0.0301848462959604,"7273/9780/346007/10343/125336/168507/114780/79054/80036/63895/6101/8195/1301/131890/23173",15
"GO:0007368","determination of left/right symmetry","14/805","115/17381",0.000864729882288959,0.0345452259755097,0.0301922636866992,"8701/79659/26160/168507/57534/8481/6926/9742/8195/84976/339829/5125/27031/23500",14
"GO:0006892","post-Golgi vesicle-mediated transport","12/805","90/17381",0.000887060175639319,0.0351395098148214,0.0307116632238151,"23499/288/23230/54832/64145/6711/4644/55614/55770/10564/10399/1785",12
"GO:0050769","positive regulation of neurogenesis","34/805","414/17381",0.000909828703656922,0.0357411042419894,0.0312374521588877,"8997/5728/23499/259266/5649/55607/23013/25836/2316/3169/9693/65981/9839/9353/9231/2889/339479/3675/3611/4897/4036/55714/51265/50618/51704/11141/10419/2011/22999/23081/23191/26011/23376/23654",34
"GO:0043414","macromolecule methylation","26/805","288/17381",0.000924598693856423,0.0360211425028031,0.0314822034602352,"5290/58508/2625/6018/96764/51742/25962/1788/1938/4297/4221/9869/79813/7468/7799/9836/3007/29072/55870/117246/11176/10419/150572/163589/23081/25940",26
"GO:0061337","cardiac conduction","16/805","143/17381",0.000969595080334408,0.0374645181040688,0.0327437027129325,"6262/480/287/6263/8913/10142/2316/3709/3710/4842/493/776/785/6261/9631/492",16
"GO:0006936","muscle contraction","30/805","352/17381",0.000996066366583286,0.038174445951818,0.0333641742302694,"7273/5290/6262/1756/4703/287/93649/8913/4625/219931/2316/1938/127294/55959/4842/88/6198/776/7402/7094/6261/6535/9631/8195/8291/4619/5294/10316/143872/1907",30
"GO:0030048","actin filament-based movement","15/805","130/17381",0.00100681843838106,0.0382753396655509,0.0334523545655642,"7273/6262/1756/4703/23224/287/8913/4625/2316/88/776/9631/4647/4627/4644",15
"GO:0035637","multicellular organismal signaling","20/805","200/17381",0.00101711554704812,0.0383574615102789,0.0335241284307062,"6262/480/287/288/6335/6263/8913/10142/2316/3709/3710/4842/493/776/785/6328/6261/9631/4897/492",20
"GO:0048738","cardiac muscle tissue development","21/805","215/17381",0.00104233194755992,0.0389964507999798,0.0340826001900545,"7273/6262/5728/129446/84665/93649/4625/2065/2066/56999/55636/88/6926/6416/3776/4036/57493/5156/11214/1301/26011",21
"GO:0007265","Ras protein signal transduction","29/805","338/17381",0.00108218242806027,0.0394484792138735,0.034477669571735,"7157/8997/84033/5923/64857/23189/22899/10565/55785/4233/8567/9869/9693/80243/7984/29/2889/3675/4763/50618/11214/10564/10769/143872/153478/1785/23191/26030/26230",29
"GO:0030540","female genitalia development","5/805","18/17381",0.0010888600072522,0.0394484792138735,0.034477669571735,"2099/55636/6926/4036/581",5
"GO:0009582","detection of abiotic stimulus","15/805","131/17381",0.00108954118850832,0.0394484792138735,0.034477669571735,"7273/9780/346007/10343/125336/168507/114780/79054/80036/63895/6101/8195/1301/131890/23173",15
"GO:0060968","regulation of gene silencing","15/805","131/17381",0.00108954118850832,0.0394484792138735,0.034477669571735,"23279/23225/2099/57510/4928/29028/9869/5903/8021/7175/9631/9611/1655/23165/26523",15
"GO:0003015","heart process","25/805","276/17381",0.00109625599851876,0.0394484792138735,0.034477669571735,"7273/5290/6262/1756/480/287/6263/8913/4625/10142/2316/3709/3710/4842/493/776/785/6261/9631/492/5294/11214/1907/2034/1636",25
"GO:0048592","eye morphogenesis","16/805","145/17381",0.00112552858533652,0.040195013267245,0.0351301346332307,"357/25836/2200/54549/4041/8412/6101/4647/4763/55714/55764/581/1950/221935/220/2201",16
"GO:0032956","regulation of actin cytoskeleton organization","26/805","294/17381",0.00124672726520921,0.0440408188516355,0.0384913393442381,"6708/8500/4703/10178/11113/55704/64857/55607/23189/22899/10565/4233/88/79822/7984/7840/6709/6711/9353/8195/3611/54551/54961/5156/11214/23191",26
"GO:0007389","pattern specification process","34/805","422/17381",0.00126124534259032,0.0440408188516355,0.0384913393442381,"5591/5649/8701/79659/23770/23314/26160/168507/2066/1952/5362/57534/4041/4297/3169/3212/8481/9968/6926/80055/9742/9839/8313/8195/84976/339829/4036/4038/55764/5125/1950/163589/27031/23500",34
"GO:0048732","gland development","34/805","422/17381",0.00126124534259032,0.0440408188516355,0.0384913393442381,"5290/8997/5728/2625/5591/999/2099/2066/540/55959/4041/3169/675/6926/7052/7494/7038/339829/4763/4478/3911/55870/55679/581/5156/10419/1373/1950/2049/220/2194/26019/27031/23513",34
"GO:0006479","protein methylation","18/805","175/17381",0.0012925667476138,0.0444756178704486,0.0388713503661961,"58508/2625/6018/51742/1938/4297/4221/9869/79813/7468/7799/3007/29072/55870/10419/150572/23081/25940",18
"GO:0008213","protein alkylation","18/805","175/17381",0.0012925667476138,0.0444756178704486,0.0388713503661961,"58508/2625/6018/51742/1938/4297/4221/9869/79813/7468/7799/3007/29072/55870/10419/150572/23081/25940",18
"GO:0046777","protein autophosphorylation","22/805","234/17381",0.00132117134450765,0.0451304472319496,0.0394436662273297,"545/23049/2066/120892/6098/7297/79834/790/65125/3480/440275/4593/3716/5156/51755/10111/131890/2011/2046/2049/1636/22853",22
"GO:0050806","positive regulation of synaptic transmission","15/805","134/17381",0.0013728641079715,0.0465588590286161,0.0406920872290832,"8997/5728/22941/5649/55607/57616/3710/2903/440275/4763/3908/10769/10497/22997/22999",15
"GO:0003007","heart morphogenesis","22/805","235/17381",0.00139580515901417,0.0469987537113771,0.041076551822417,"7273/6262/2625/129446/4625/26160/25836/57534/55636/6926/79633/7468/6261/8313/8195/339829/3611/4036/57493/1301/27031/23462",22
"GO:0009135","purine nucleoside diphosphate metabolic process","14/805","121/17381",0.00142524427978056,0.0473140953160954,0.0413521579767317,"23279/23225/4928/5903/8021/7167/7175/9631/9611/2821/1740/23165/221264/23513",14
"GO:0009179","purine ribonucleoside diphosphate metabolic process","14/805","121/17381",0.00142524427978056,0.0473140953160954,0.0413521579767317,"23279/23225/4928/5903/8021/7167/7175/9631/9611/2821/1740/23165/221264/23513",14
"GO:1901016","regulation of potassium ion transmembrane transporter activity","9/805","59/17381",0.00147064148267193,0.0484797478973111,0.0423709294308277,"5728/287/288/10142/88/6833/776/7881/1785",9
"GO:1905515","non-motile cilium assembly","8/805","48/17381",0.0014874838393109,0.0486944362396638,0.0425585654025064,"79659/26160/6101/9742/8195/55764/11190/1785",8
